dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1802-10-01,25.609,2.924,Jharkhand,India
1802-11-01,20.722,1.852,Jharkhand,India
1802-12-01,16.812,1.844,Jharkhand,India
1803-01-01,15.553,1.92,Jharkhand,India
1803-02-01,18.837,2.622,Jharkhand,India
1803-03-01,24.803,2.019,Jharkhand,India
1803-04-01,30.375,1.679,Jharkhand,India
1803-05-01,32.139,1.689,Jharkhand,India
1803-06-01,30.925,1.503,Jharkhand,India
1803-07-01,28.988,1.578,Jharkhand,India
1803-08-01,29.096,1.885,Jharkhand,India
1803-09-01,28.082,1.717,Jharkhand,India
1803-10-01,25.349,2.404,Jharkhand,India
1803-11-01,21.218,2.098,Jharkhand,India
1803-12-01,16.872,2.373,Jharkhand,India
1804-01-01,17.396,3.401,Jharkhand,India
1804-02-01,19.637,1.743,Jharkhand,India
1804-03-01,24.688,3.051,Jharkhand,India
1804-04-01,31.232,1.696,Jharkhand,India
1804-05-01,32.522,1.759,Jharkhand,India
1804-06-01,31.203,1.517,Jharkhand,India
1804-07-01,29.776,2.234,Jharkhand,India
1804-08-01,28.094,1.793,Jharkhand,India
1804-09-01,27.867,3.006,Jharkhand,India
1804-10-01,25.184,1.827,Jharkhand,India
1804-11-01,22.097,3.105,Jharkhand,India
1804-12-01,16.544,3.196,Jharkhand,India
1805-01-01,17.219,1.659,Jharkhand,India
1805-02-01,19.638,2.15,Jharkhand,India
1805-03-01,25.472,1.437,Jharkhand,India
1805-04-01,29.136,1.963,Jharkhand,India
1805-05-01,31.875,1.391,Jharkhand,India
1805-06-01,31.229,2.264,Jharkhand,India
1805-07-01,28.211,1.739,Jharkhand,India
1805-08-01,28.564,1.434,Jharkhand,India
1805-09-01,27.323,2.105,Jharkhand,India
1805-10-01,23.825,1.983,Jharkhand,India
1805-11-01,20.341,2.537,Jharkhand,India
1805-12-01,18.107,1.447,Jharkhand,India
1806-01-01,17.151,1.776,Jharkhand,India
1806-02-01,19.681,2.318,Jharkhand,India
1806-03-01,24.542,1.814,Jharkhand,India
1806-04-01,29.45,2.644,Jharkhand,India
1806-05-01,31.842,1.8,Jharkhand,India
1806-06-01,29.366,1.765,Jharkhand,India
1806-07-01,28.071,1.615,Jharkhand,India
1806-08-01,28.212,1.801,Jharkhand,India
1806-09-01,28.194,2.018,Jharkhand,India
1806-10-01,24.743,1.457,Jharkhand,India
1806-11-01,20.854,1.737,Jharkhand,India
1806-12-01,17.701,2.009,Jharkhand,India
1807-01-01,15.948,2.178,Jharkhand,India
1807-02-01,19.533,2.828,Jharkhand,India
1807-03-01,,,Jharkhand,India
1807-04-01,,,Jharkhand,India
1807-05-01,29.72,1.741,Jharkhand,India
1807-06-01,30.785,1.5,Jharkhand,India
1807-07-01,28.655,2.117,Jharkhand,India
1807-08-01,27.744,1.954,Jharkhand,India
1807-09-01,27.866,1.665,Jharkhand,India
1807-10-01,24.65,1.405,Jharkhand,India
1807-11-01,20.857,2.101,Jharkhand,India
1807-12-01,18.333,1.65,Jharkhand,India
1808-01-01,,,Jharkhand,India
1808-02-01,,,Jharkhand,India
1808-03-01,,,Jharkhand,India
1808-04-01,,,Jharkhand,India
1808-05-01,,,Jharkhand,India
1808-06-01,,,Jharkhand,India
1808-07-01,,,Jharkhand,India
1808-08-01,,,Jharkhand,India
1808-09-01,,,Jharkhand,India
1808-10-01,,,Jharkhand,India
1808-11-01,,,Jharkhand,India
1808-12-01,,,Jharkhand,India
1809-01-01,,,Jharkhand,India
1809-02-01,,,Jharkhand,India
1809-03-01,,,Jharkhand,India
1809-04-01,,,Jharkhand,India
1809-05-01,,,Jharkhand,India
1809-06-01,,,Jharkhand,India
1809-07-01,,,Jharkhand,India
1809-08-01,,,Jharkhand,India
1809-09-01,,,Jharkhand,India
1809-10-01,,,Jharkhand,India
1809-11-01,,,Jharkhand,India
1809-12-01,,,Jharkhand,India
1810-01-01,,,Jharkhand,India
1810-02-01,,,Jharkhand,India
1810-03-01,,,Jharkhand,India
1810-04-01,,,Jharkhand,India
1810-05-01,,,Jharkhand,India
1810-06-01,,,Jharkhand,India
1810-07-01,,,Jharkhand,India
1810-08-01,,,Jharkhand,India
1810-09-01,,,Jharkhand,India
1810-10-01,,,Jharkhand,India
1810-11-01,,,Jharkhand,India
1810-12-01,,,Jharkhand,India
1811-01-01,,,Jharkhand,India
1811-02-01,,,Jharkhand,India
1811-03-01,,,Jharkhand,India
1811-04-01,,,Jharkhand,India
1811-05-01,,,Jharkhand,India
1811-06-01,,,Jharkhand,India
1811-07-01,,,Jharkhand,India
1811-08-01,,,Jharkhand,India
1811-09-01,,,Jharkhand,India
1811-10-01,,,Jharkhand,India
1811-11-01,,,Jharkhand,India
1811-12-01,,,Jharkhand,India
1812-01-01,,,Jharkhand,India
1812-02-01,,,Jharkhand,India
1812-03-01,,,Jharkhand,India
1812-04-01,,,Jharkhand,India
1812-05-01,,,Jharkhand,India
1812-06-01,,,Jharkhand,India
1812-07-01,,,Jharkhand,India
1812-08-01,,,Jharkhand,India
1812-09-01,,,Jharkhand,India
1812-10-01,,,Jharkhand,India
1812-11-01,,,Jharkhand,India
1812-12-01,,,Jharkhand,India
1813-01-01,14.353,2.755,Jharkhand,India
1813-02-01,19.127,1.486,Jharkhand,India
1813-03-01,22.802,5.177,Jharkhand,India
1813-04-01,29.959,1.472,Jharkhand,India
1813-05-01,32.398,4.508,Jharkhand,India
1813-06-01,29.674,2.281,Jharkhand,India
1813-07-01,28.024,1.804,Jharkhand,India
1813-08-01,26.633,1.438,Jharkhand,India
1813-09-01,27.221,1.8,Jharkhand,India
1813-10-01,24.233,1.469,Jharkhand,India
1813-11-01,21.655,1.487,Jharkhand,India
1813-12-01,15.856,1.747,Jharkhand,India
1814-01-01,15.462,2.84,Jharkhand,India
1814-02-01,19.238,1.389,Jharkhand,India
1814-03-01,23.71,1.886,Jharkhand,India
1814-04-01,28.57,1.514,Jharkhand,India
1814-05-01,,,Jharkhand,India
1814-06-01,30.198,1.781,Jharkhand,India
1814-07-01,26.522,2.665,Jharkhand,India
1814-08-01,26.612,1.666,Jharkhand,India
1814-09-01,25.965,1.536,Jharkhand,India
1814-10-01,23.504,3.127,Jharkhand,India
1814-11-01,21.563,4.298,Jharkhand,India
1814-12-01,18.726,4.695,Jharkhand,India
1815-01-01,16.005,2.225,Jharkhand,India
1815-02-01,19.778,4.408,Jharkhand,India
1815-03-01,23.71,3.014,Jharkhand,India
1815-04-01,29.278,2.694,Jharkhand,India
1815-05-01,30.987,3.026,Jharkhand,India
1815-06-01,27.841,1.774,Jharkhand,India
1815-07-01,27.534,2.502,Jharkhand,India
1815-08-01,26.886,1.794,Jharkhand,India
1815-09-01,26.528,1.526,Jharkhand,India
1815-10-01,23.071,2.669,Jharkhand,India
1815-11-01,19.346,2.092,Jharkhand,India
1815-12-01,15.372,2.009,Jharkhand,India
1816-01-01,16.506,3.905,Jharkhand,India
1816-02-01,16.853,2.014,Jharkhand,India
1816-03-01,24.63,2.139,Jharkhand,India
1816-04-01,28.429,3.614,Jharkhand,India
1816-05-01,31.479,2.232,Jharkhand,India
1816-06-01,29.868,2.984,Jharkhand,India
1816-07-01,26.342,1.192,Jharkhand,India
1816-08-01,26.267,0.938,Jharkhand,India
1816-09-01,25.194,0.841,Jharkhand,India
1816-10-01,22.735,5.747,Jharkhand,India
1816-11-01,19.097,6.957,Jharkhand,India
1816-12-01,15.768,1.402,Jharkhand,India
1817-01-01,16.133,4.501,Jharkhand,India
1817-02-01,18.845,2.835,Jharkhand,India
1817-03-01,23.498,1.784,Jharkhand,India
1817-04-01,29.384,1.892,Jharkhand,India
1817-05-01,29.937,1.74,Jharkhand,India
1817-06-01,28.407,1.536,Jharkhand,India
1817-07-01,26.816,1.743,Jharkhand,India
1817-08-01,26.717,1.524,Jharkhand,India
1817-09-01,24.944,2.971,Jharkhand,India
1817-10-01,23.338,2.648,Jharkhand,India
1817-11-01,19.898,2.335,Jharkhand,India
1817-12-01,15.919,2.912,Jharkhand,India
1818-01-01,16.032,3.369,Jharkhand,India
1818-02-01,18.756,1.408,Jharkhand,India
1818-03-01,23.986,2.204,Jharkhand,India
1818-04-01,29.175,5.889,Jharkhand,India
1818-05-01,31.358,3.523,Jharkhand,India
1818-06-01,29.575,4.471,Jharkhand,India
1818-07-01,26.324,3.084,Jharkhand,India
1818-08-01,26.137,1.196,Jharkhand,India
1818-09-01,24.832,1.301,Jharkhand,India
1818-10-01,23.232,2.153,Jharkhand,India
1818-11-01,19.328,4.769,Jharkhand,India
1818-12-01,15.931,1.399,Jharkhand,India
1819-01-01,13.866,2.424,Jharkhand,India
1819-02-01,17.938,3.059,Jharkhand,India
1819-03-01,24.21,7.207,Jharkhand,India
1819-04-01,27.808,1.478,Jharkhand,India
1819-05-01,30.371,1.615,Jharkhand,India
1819-06-01,29.286,1.211,Jharkhand,India
1819-07-01,27.029,1.045,Jharkhand,India
1819-08-01,26.239,1.049,Jharkhand,India
1819-09-01,25.728,1.301,Jharkhand,India
1819-10-01,23.844,2.067,Jharkhand,India
1819-11-01,20.202,1.918,Jharkhand,India
1819-12-01,15.622,1.365,Jharkhand,India
1820-01-01,14.905,4.241,Jharkhand,India
1820-02-01,17.344,2.881,Jharkhand,India
1820-03-01,24.205,2.046,Jharkhand,India
1820-04-01,29.292,1.912,Jharkhand,India
1820-05-01,30.912,1.584,Jharkhand,India
1820-06-01,29.4,1.002,Jharkhand,India
1820-07-01,27.118,2.984,Jharkhand,India
1820-08-01,26.424,2.248,Jharkhand,India
1820-09-01,26.196,1.845,Jharkhand,India
1820-10-01,23.781,1.244,Jharkhand,India
1820-11-01,20.005,1.029,Jharkhand,India
1820-12-01,15.948,1.636,Jharkhand,India
1821-01-01,16.964,3.167,Jharkhand,India
1821-02-01,20.64,4.114,Jharkhand,India
1821-03-01,25.112,1.635,Jharkhand,India
1821-04-01,29.331,1.855,Jharkhand,India
1821-05-01,31.454,1.624,Jharkhand,India
1821-06-01,30.372,2.94,Jharkhand,India
1821-07-01,27.581,2.083,Jharkhand,India
1821-08-01,26.881,1.547,Jharkhand,India
1821-09-01,25.524,1.332,Jharkhand,India
1821-10-01,23.896,1.068,Jharkhand,India
1821-11-01,20.858,2.626,Jharkhand,India
1821-12-01,17.294,1.463,Jharkhand,India
1822-01-01,18.144,3.446,Jharkhand,India
1822-02-01,21.704,2.565,Jharkhand,India
1822-03-01,27.21,1.563,Jharkhand,India
1822-04-01,29.108,1.163,Jharkhand,India
1822-05-01,31.772,1.584,Jharkhand,India
1822-06-01,29.872,1.324,Jharkhand,India
1822-07-01,27.825,1.216,Jharkhand,India
1822-08-01,26.524,2.553,Jharkhand,India
1822-09-01,25.986,1.892,Jharkhand,India
1822-10-01,23.555,1.143,Jharkhand,India
1822-11-01,19.76,1.752,Jharkhand,India
1822-12-01,16.33,2.299,Jharkhand,India
1823-01-01,17.144,1.92,Jharkhand,India
1823-02-01,20.572,3.322,Jharkhand,India
1823-03-01,25.071,1.69,Jharkhand,India
1823-04-01,30.562,3.254,Jharkhand,India
1823-05-01,31.337,1.409,Jharkhand,India
1823-06-01,30.23,2.282,Jharkhand,India
1823-07-01,27.386,1.674,Jharkhand,India
1823-08-01,26.166,1.764,Jharkhand,India
1823-09-01,25.19,1.405,Jharkhand,India
1823-10-01,24.423,1.791,Jharkhand,India
1823-11-01,19.693,3.085,Jharkhand,India
1823-12-01,17.078,1.776,Jharkhand,India
1824-01-01,17.324,1.474,Jharkhand,India
1824-02-01,19.901,2.37,Jharkhand,India
1824-03-01,25.238,1.626,Jharkhand,India
1824-04-01,29.57,2.097,Jharkhand,India
1824-05-01,31.394,1.649,Jharkhand,India
1824-06-01,30.591,2.559,Jharkhand,India
1824-07-01,29.085,2.995,Jharkhand,India
1824-08-01,27.23,1.804,Jharkhand,India
1824-09-01,27.128,1.772,Jharkhand,India
1824-10-01,23.821,1.654,Jharkhand,India
1824-11-01,21.029,1.75,Jharkhand,India
1824-12-01,18.811,2.549,Jharkhand,India
1825-01-01,17.474,2.361,Jharkhand,India
1825-02-01,20.158,1.645,Jharkhand,India
1825-03-01,25.142,2.054,Jharkhand,India
1825-04-01,30.051,2.249,Jharkhand,India
1825-05-01,31.333,1.461,Jharkhand,India
1825-06-01,30.513,1.371,Jharkhand,India
1825-07-01,27.95,2.203,Jharkhand,India
1825-08-01,26.669,2.091,Jharkhand,India
1825-09-01,26.292,1.757,Jharkhand,India
1825-10-01,24.161,1.789,Jharkhand,India
1825-11-01,21.501,1.794,Jharkhand,India
1825-12-01,17.084,1.475,Jharkhand,India
1826-01-01,17.026,1.492,Jharkhand,India
1826-02-01,18.894,1.944,Jharkhand,India
1826-03-01,25.228,1.639,Jharkhand,India
1826-04-01,29.849,2.427,Jharkhand,India
1826-05-01,32.303,1.575,Jharkhand,India
1826-06-01,29.685,2.241,Jharkhand,India
1826-07-01,28.26,1.501,Jharkhand,India
1826-08-01,26.488,1.545,Jharkhand,India
1826-09-01,26.341,2.018,Jharkhand,India
1826-10-01,24.602,2.138,Jharkhand,India
1826-11-01,21.565,1.389,Jharkhand,India
1826-12-01,18.64,2.309,Jharkhand,India
1827-01-01,17.973,2.547,Jharkhand,India
1827-02-01,20.463,1.522,Jharkhand,India
1827-03-01,25.708,2.003,Jharkhand,India
1827-04-01,30.295,2.843,Jharkhand,India
1827-05-01,31.501,2.349,Jharkhand,India
1827-06-01,30.29,2.061,Jharkhand,India
1827-07-01,28.406,1.559,Jharkhand,India
1827-08-01,27.08,1.57,Jharkhand,India
1827-09-01,26.058,1.41,Jharkhand,India
1827-10-01,24.303,1.446,Jharkhand,India
1827-11-01,21.487,1.427,Jharkhand,India
1827-12-01,16.96,3.026,Jharkhand,India
1828-01-01,16.023,2.66,Jharkhand,India
1828-02-01,19.317,2.162,Jharkhand,India
1828-03-01,25.237,2.086,Jharkhand,India
1828-04-01,29.352,2.044,Jharkhand,India
1828-05-01,31.426,2.285,Jharkhand,India
1828-06-01,30.991,2.145,Jharkhand,India
1828-07-01,28.293,1.611,Jharkhand,India
1828-08-01,27.052,1.819,Jharkhand,India
1828-09-01,25.272,1.405,Jharkhand,India
1828-10-01,24.457,1.629,Jharkhand,India
1828-11-01,21.304,1.652,Jharkhand,India
1828-12-01,17.398,2.224,Jharkhand,India
1829-01-01,16.834,1.685,Jharkhand,India
1829-02-01,18.806,2.499,Jharkhand,India
1829-03-01,24.851,1.608,Jharkhand,India
1829-04-01,29.056,1.513,Jharkhand,India
1829-05-01,31.643,2.893,Jharkhand,India
1829-06-01,30.033,2.101,Jharkhand,India
1829-07-01,27.886,1.666,Jharkhand,India
1829-08-01,26.906,1.657,Jharkhand,India
1829-09-01,25.957,1.698,Jharkhand,India
1829-10-01,24.776,1.9,Jharkhand,India
1829-11-01,20.294,2.473,Jharkhand,India
1829-12-01,16.875,3.548,Jharkhand,India
1830-01-01,17.099,2.43,Jharkhand,India
1830-02-01,20.454,1.74,Jharkhand,India
1830-03-01,24.535,1.538,Jharkhand,India
1830-04-01,29.603,1.649,Jharkhand,India
1830-05-01,29.851,1.923,Jharkhand,India
1830-06-01,29.903,2.363,Jharkhand,India
1830-07-01,28.504,1.861,Jharkhand,India
1830-08-01,26.778,1.899,Jharkhand,India
1830-09-01,25.882,2.006,Jharkhand,India
1830-10-01,24.197,2.53,Jharkhand,India
1830-11-01,22.141,1.932,Jharkhand,India
1830-12-01,18.158,2.018,Jharkhand,India
1831-01-01,16.606,2.182,Jharkhand,India
1831-02-01,19.712,3.742,Jharkhand,India
1831-03-01,25.004,2.901,Jharkhand,India
1831-04-01,28.749,1.421,Jharkhand,India
1831-05-01,31.698,2.465,Jharkhand,India
1831-06-01,30.46,2.115,Jharkhand,India
1831-07-01,27.358,1.673,Jharkhand,India
1831-08-01,26.199,1.683,Jharkhand,India
1831-09-01,25.397,1.589,Jharkhand,India
1831-10-01,23.825,1.65,Jharkhand,India
1831-11-01,19.746,3.931,Jharkhand,India
1831-12-01,16.484,3.127,Jharkhand,India
1832-01-01,16.154,1.866,Jharkhand,India
1832-02-01,18.835,2.091,Jharkhand,India
1832-03-01,25.016,1.853,Jharkhand,India
1832-04-01,29.615,2.867,Jharkhand,India
1832-05-01,31.694,2.303,Jharkhand,India
1832-06-01,,,Jharkhand,India
1832-07-01,28.129,2.21,Jharkhand,India
1832-08-01,26.565,2.251,Jharkhand,India
1832-09-01,25.575,2.052,Jharkhand,India
1832-10-01,24.131,2.135,Jharkhand,India
1832-11-01,19.917,1.424,Jharkhand,India
1832-12-01,,,Jharkhand,India
1833-01-01,17.14,2.675,Jharkhand,India
1833-02-01,20.085,1.524,Jharkhand,India
1833-03-01,25.13,2.979,Jharkhand,India
1833-04-01,28.8,1.457,Jharkhand,India
1833-05-01,30.344,1.582,Jharkhand,India
1833-06-01,30.895,2.591,Jharkhand,India
1833-07-01,27.964,1.369,Jharkhand,India
1833-08-01,26.547,1.82,Jharkhand,India
1833-09-01,26.41,1.433,Jharkhand,India
1833-10-01,24.164,1.712,Jharkhand,India
1833-11-01,20.968,1.458,Jharkhand,India
1833-12-01,17.304,2.55,Jharkhand,India
1834-01-01,15.863,1.873,Jharkhand,India
1834-02-01,19.874,2.141,Jharkhand,India
1834-03-01,24.971,2.296,Jharkhand,India
1834-04-01,28.786,2.119,Jharkhand,India
1834-05-01,32.041,1.316,Jharkhand,India
1834-06-01,29.436,2.292,Jharkhand,India
1834-07-01,27.836,1.57,Jharkhand,India
1834-08-01,26.687,1.141,Jharkhand,India
1834-09-01,26.332,1.981,Jharkhand,India
1834-10-01,23.637,1.604,Jharkhand,India
1834-11-01,20.52,2.159,Jharkhand,India
1834-12-01,17.712,1.267,Jharkhand,India
1835-01-01,16.641,2.57,Jharkhand,India
1835-02-01,19.694,2.195,Jharkhand,India
1835-03-01,23.556,0.976,Jharkhand,India
1835-04-01,27.946,2.202,Jharkhand,India
1835-05-01,29.714,1.336,Jharkhand,India
1835-06-01,28.837,1.565,Jharkhand,India
1835-07-01,26.531,1.364,Jharkhand,India
1835-08-01,25.738,1.33,Jharkhand,India
1835-09-01,25.236,1.145,Jharkhand,India
1835-10-01,23.537,1.185,Jharkhand,India
1835-11-01,18.938,1.503,Jharkhand,India
1835-12-01,15.587,1.306,Jharkhand,India
1836-01-01,16.11,1.11,Jharkhand,India
1836-02-01,19.19,1.52,Jharkhand,India
1836-03-01,24.425,1.301,Jharkhand,India
1836-04-01,28.937,1.488,Jharkhand,India
1836-05-01,30.957,1.758,Jharkhand,India
1836-06-01,30.254,1.288,Jharkhand,India
1836-07-01,27.479,1.333,Jharkhand,India
1836-08-01,26.853,2.485,Jharkhand,India
1836-09-01,26.582,2.298,Jharkhand,India
1836-10-01,24.667,4.2,Jharkhand,India
1836-11-01,20.088,2.259,Jharkhand,India
1836-12-01,17.669,2.494,Jharkhand,India
1837-01-01,17.005,1.889,Jharkhand,India
1837-02-01,20.094,1.563,Jharkhand,India
1837-03-01,23.993,1.953,Jharkhand,India
1837-04-01,27.848,1.592,Jharkhand,India
1837-05-01,30.081,1.664,Jharkhand,India
1837-06-01,29.381,1.78,Jharkhand,India
1837-07-01,27.482,1.12,Jharkhand,India
1837-08-01,26.638,0.944,Jharkhand,India
1837-09-01,26.879,1.652,Jharkhand,India
1837-10-01,24.355,2.415,Jharkhand,India
1837-11-01,20.466,2.462,Jharkhand,India
1837-12-01,17.791,3.976,Jharkhand,India
1838-01-01,14.462,2.389,Jharkhand,India
1838-02-01,18.708,1.511,Jharkhand,India
1838-03-01,23.999,1.619,Jharkhand,India
1838-04-01,29.81,2.214,Jharkhand,India
1838-05-01,30.403,1.388,Jharkhand,India
1838-06-01,30.173,1.721,Jharkhand,India
1838-07-01,28.1,2.989,Jharkhand,India
1838-08-01,26.978,2.596,Jharkhand,India
1838-09-01,26.779,1.192,Jharkhand,India
1838-10-01,24.6,3.101,Jharkhand,India
1838-11-01,20.691,2.63,Jharkhand,India
1838-12-01,16.951,2.064,Jharkhand,India
1839-01-01,17.165,1.707,Jharkhand,India
1839-02-01,20.573,1.676,Jharkhand,India
1839-03-01,23.281,1.87,Jharkhand,India
1839-04-01,29.136,1.571,Jharkhand,India
1839-05-01,30.78,1.339,Jharkhand,India
1839-06-01,29.63,1.42,Jharkhand,India
1839-07-01,28.081,2.358,Jharkhand,India
1839-08-01,27.137,1.782,Jharkhand,India
1839-09-01,26.123,1.526,Jharkhand,India
1839-10-01,24.696,1.935,Jharkhand,India
1839-11-01,19.415,1.849,Jharkhand,India
1839-12-01,16.098,2.189,Jharkhand,India
1840-01-01,17.8,2.099,Jharkhand,India
1840-02-01,20.59,2.932,Jharkhand,India
1840-03-01,25.128,2.856,Jharkhand,India
1840-04-01,29.337,1.607,Jharkhand,India
1840-05-01,30.674,2.462,Jharkhand,India
1840-06-01,29.444,2.504,Jharkhand,India
1840-07-01,28.433,0.961,Jharkhand,India
1840-08-01,26.561,1.409,Jharkhand,India
1840-09-01,26.208,1.03,Jharkhand,India
1840-10-01,24.191,1.75,Jharkhand,India
1840-11-01,20.404,3.946,Jharkhand,India
1840-12-01,17.174,0.977,Jharkhand,India
1841-01-01,17.465,3.566,Jharkhand,India
1841-02-01,19.758,1.301,Jharkhand,India
1841-03-01,24.264,3.379,Jharkhand,India
1841-04-01,28.575,1.948,Jharkhand,India
1841-05-01,30.733,1.194,Jharkhand,India
1841-06-01,30.214,1.54,Jharkhand,India
1841-07-01,28.077,1.397,Jharkhand,India
1841-08-01,26.948,1.37,Jharkhand,India
1841-09-01,26.735,1.135,Jharkhand,India
1841-10-01,24.184,1.461,Jharkhand,India
1841-11-01,20.945,1.854,Jharkhand,India
1841-12-01,17.172,2.005,Jharkhand,India
1842-01-01,16.719,1.52,Jharkhand,India
1842-02-01,19.848,1.672,Jharkhand,India
1842-03-01,24.669,3.045,Jharkhand,India
1842-04-01,29.136,1.592,Jharkhand,India
1842-05-01,31.373,1.205,Jharkhand,India
1842-06-01,29.538,1.305,Jharkhand,India
1842-07-01,27.942,1.737,Jharkhand,India
1842-08-01,26.554,1.364,Jharkhand,India
1842-09-01,25.904,1.317,Jharkhand,India
1842-10-01,23.821,1.509,Jharkhand,India
1842-11-01,20.25,1.3,Jharkhand,India
1842-12-01,17.664,1.04,Jharkhand,India
1843-01-01,17.265,1.494,Jharkhand,India
1843-02-01,20.591,1.711,Jharkhand,India
1843-03-01,24.437,1.522,Jharkhand,India
1843-04-01,28.504,1.796,Jharkhand,India
1843-05-01,30.33,1.267,Jharkhand,India
1843-06-01,29.71,0.797,Jharkhand,India
1843-07-01,28.238,1.182,Jharkhand,India
1843-08-01,26.993,1.143,Jharkhand,India
1843-09-01,26.515,0.941,Jharkhand,India
1843-10-01,24.307,1.011,Jharkhand,India
1843-11-01,19.884,0.818,Jharkhand,India
1843-12-01,16.483,3.327,Jharkhand,India
1844-01-01,16.368,1.015,Jharkhand,India
1844-02-01,18.716,1.144,Jharkhand,India
1844-03-01,24.749,1.606,Jharkhand,India
1844-04-01,28.852,1.079,Jharkhand,India
1844-05-01,29.969,1.274,Jharkhand,India
1844-06-01,29.459,0.96,Jharkhand,India
1844-07-01,27.297,1.103,Jharkhand,India
1844-08-01,26.513,2.559,Jharkhand,India
1844-09-01,26.092,1.036,Jharkhand,India
1844-10-01,23.809,1.123,Jharkhand,India
1844-11-01,20.495,1.484,Jharkhand,India
1844-12-01,16.802,1.52,Jharkhand,India
1845-01-01,16.784,1.43,Jharkhand,India
1845-02-01,19.084,1.973,Jharkhand,India
1845-03-01,25.107,1.292,Jharkhand,India
1845-04-01,28.327,2.527,Jharkhand,India
1845-05-01,31.066,0.837,Jharkhand,India
1845-06-01,29.642,1.03,Jharkhand,India
1845-07-01,27.957,0.847,Jharkhand,India
1845-08-01,26.917,0.972,Jharkhand,India
1845-09-01,26.772,1.173,Jharkhand,India
1845-10-01,23.976,0.965,Jharkhand,India
1845-11-01,20.227,0.924,Jharkhand,India
1845-12-01,16.285,1.846,Jharkhand,India
1846-01-01,17.907,1.612,Jharkhand,India
1846-02-01,19.636,1.182,Jharkhand,India
1846-03-01,25.581,2.045,Jharkhand,India
1846-04-01,29.126,1.843,Jharkhand,India
1846-05-01,30.988,1.166,Jharkhand,India
1846-06-01,29.479,2.707,Jharkhand,India
1846-07-01,28.271,2.02,Jharkhand,India
1846-08-01,27.252,1.472,Jharkhand,India
1846-09-01,26.219,2.052,Jharkhand,India
1846-10-01,23.6,1.423,Jharkhand,India
1846-11-01,20.649,1.706,Jharkhand,India
1846-12-01,16.604,2.106,Jharkhand,India
1847-01-01,17.004,3.341,Jharkhand,India
1847-02-01,19.079,2.857,Jharkhand,India
1847-03-01,24.594,1.277,Jharkhand,India
1847-04-01,29.135,1.053,Jharkhand,India
1847-05-01,30.587,1.002,Jharkhand,India
1847-06-01,29.54,1.27,Jharkhand,India
